University ;Faculty ;Qualifications;Year;Modules;Module Code;SAQA credits;Description 
null;null;null;null;Midwifery;MNSA042;16;null
null;null;null;null;Psychiatric Nursing Science;MNSC042;16;null
null;null;null;null;Sociology;MNSD042;4;null
null;null;null;null;null;null;null;null
null;null;Bsc. Dietetics;1;GENERAL CHEMISTRY FOR LIFE & HEALTH SCIENCES;"SCHM110
SCH110M";null;null
null;null;null;null;INTRODUCTION TO BIOLOGICAL STUDIES;"BIOS101
BIO101";null;null
null;null;null;null;ENGLISH LANGUAGE;ENGL 106;null;null
null;null;null;null;BASIC NUTRITION;"NTRN 111
NTR111T";null;null
null;null;null;null;ORGANIC CHEMISTRY FOR LIFE & HEALTH SCIENCES;"SCHM120
SCHM120";null;null
null;null;null;null;HUMAN ANATOMY;"ANAT122
ANT122";null;null
null;null;null;null;BEHAVIOURAL SCIENCES;BEHS112 BEH112;null;null
null;null;null;null;DIETETICS I;DIET112/ DIET 112;null;null
null;null;null;null;COMMUNICATION;"COMM 112
/COM112T";null;null
null;null;null;2;NUTRITIONAL ASSESSMENT;"NTRA211
NTRA211";null;null
null;null;null;null;FOOD AND FOOD SCIENCE I;"FFSC211
FFSC211";null;null
null;null;null;null;FOOD MICROBIOLOGY;"FMCR211
/ FMCR211";null;null
null;null;null;null;PHYSIOLOGY FOR THE HEALTH SCIENCES;PLGY206 / PLG206;null;null
null;null;null;null;DIETETICS II;DIET211 / DIET211;null;null
null;null;null;null;NUTRITION IN THE LIFE CYCLE;NTRL 222/ NTRL222;null;null
null;null;null;null;FOOD AND FOOD SCIENCE II;FFSC222/ FFS222C;null;null
null;null;null;null;HEALTH PROMOTION;HPPC212 / HPP212;null;null
null;null;null;null;PHYSIOLOGY FOR THE HEALTH SCIENCES;PLGY207/ PLG207;null;null
null;null;null;null;BIOCHEMISTRY;BCHM221/ BCHM221;null;null
null;null;null;null;PATHOLOGY;PATH221 / PAT221;null;null
null;null;null;null;null;null;null;null
null;null;null;3;THERAPEUTIC NUTRITION;TNTR311/ TNTR311;null;null
null;null;null;null;COMMUNITY NUTRITION INTERVENTIONS;CNTR311 / CNT311;null;null
null;null;null;null;FOODSERVICE ADMINISTRATION I;FOSA311/ FOS311;null;null
null;null;null;null;ETHICS AND HUMAN RIGHTS;ETHI311/ ETHI311;null;null
null;null;null;null;PHARMACOLOGY;PHAM 311 /PHAM311;null;null
null;null;null;null;DIET RELATED DISORDER;DTRD311/DTRD311;null;null
null;null;null;null;COMMUNITY NUTRITION PROGRAMME MANAGEMENT;CNPM322/ CNP322;null;null
null;null;null;null;FOODSERVICE ADMINISTRATION II;FOSA322/ FOS322;null;null
null;null;null;null;HEALTH AND ADMINISTRATION MANAGEMENT;HAMT 312/ MDTP312;null;null
null;null;null;null;RESEARCH METHODOLOGY AND BIOSTATISTICS;REMB321/ REMB321;null;null
null;null;null;null;null;null;null;null
null;null;null;4;PRACTICE OF THERAPEUTIC NUTRITION;TNTR400/ MNT400;null;null
null;null;null;null;PRACTICE OF COMMUNITY NUTRITION;CNTR400/ CNT400;null;null
null;null;null;null;PRACTICE OF FOODSERVICE ADMINISTRATION;FOSA400/ MFS400;null;null
null;null;null;null;UNDERGRADUATE RESEARCH PROJECT;UGRP400/ URG400;null;null
null;null;null;null;null;null;null;null
null;null;Nutrition;1;Chemistry;CHEM 110/120;null;null
null;null;null;null;Physics;PHYS 110/120;null;null
null;null;null;null;Biological Science;BIOS 101/102;null;null
null;null;null;null;Mathematics;MATH 191/192;null;null
null;null;null;null;Nutrition;NUTR 112;null;null
null;null;null;null;null;null;null;null
null;null;null;2;Health Promotion;HPPC 212;null;null
null;null;null;null;Nutrition;NUTR 211/212;null;null
null;null;null;null;Food;FOOD 211/212;null;null
null;null;null;null;Nutritional Microbiology;NMBI 211;null;null
null;null;null;null;Physiology;PLGY 208/209;null;null
null;null;null;null;Biochemistry;MEBC 211/212;null;null
null;null;null;null;null;null;null;null
null;null;null;3;Pathology;PATH311/312;null;null
null;null;null;null;Food Service Administration;"FOOD
311/312";null;null
null;null;null;null;Community Nutrition;CNUT 311/312;null;null
null;null;null;null;Therapeutic Nutrition;TNUT 311/312;null;null
null;null;null;null;"Biostatistics/
Epidemiology";NBEP 311;null;null
null;null;null;null;"Behavioural
Science";BEHS 312;null;null
null;null;null;null;null;null;null;null
null;null;null;4;Community Nutrition;CNUT 400;null;null
null;null;null;null;Therapeutic Nutrition;TNUT 400;null;null
null;null;null;null;Food Service Administration;FDSA 400;null;null
null;null;null;null;Research Methodology;RMET 400;null;null
null;null;null;null;null;null;null;null
null;null;Optometry;1;Gross Anatomy :Head & Neck (For BOptom);MANT011;12;null
null;null;null;null;null;null;null;null
null;null;null;null;null;null;null;null
null;null;null;null;General Chemistry for Life & Health Sciences;SCHE011;12;null
null;null;null;null;Introduction to Computers;SINF011;12;null
null;null;null;null;Introduction to Psychology;HPSY011;12;null
null;null;null;null;Mathematics for Optometry;MOPM011;8;null
null;null;null;null;Optometric Theory and Practice;MOPT011;8;null
null;null;null;null;Organic Chemistry for Life & Health Sciences;SCHE012;12;null
null;null;null;null;Basic Physics 1B (for Agriculture, Health and Life sciences);SPHY012;12;null
null;null;null;null;Cognitive And Health Psychology;HPSY012;12;null
null;null;null;null;Optometry Theory and Practice;MOPT012;8;null
null;null;null;null;Optometry Biochemistry and Nutrition;MOPB012;12;null
null;null;null;null;Visual Optics;MOPV012;8;null
null;null;null;null;null;null;null;null
null;null;null;2;Applied Anatomy and Physiology;MOPA 021;8;null
null;null;null;null;Diagnostic Ophthalmic Instruments;MOPB 021;12;null
null;null;null;null;Ophthalmic Lenses;MOPC 021;12;null
null;null;null;null;Physiology of systems for the Health Sciences I;SPIA021;16;null
null;null;null;null;Community Health and Health Policies;MPUA021;12;null
null;null;null;null;Diagnostic Ophthalmic Instruments;MOPA 022;12;null
null;null;null;null;Dispensing Optics;MOPB 022;16;null
null;null;null;null;Optometry General Pathology;MOPC 022;8;null
null;null;null;null;Introductory Medical Microbiology;MMCA022;12;null
null;null;null;null;Physiology of systems for the Health Sciences II;SPIA022;16;null
null;null;null;null;null;null;null;null
null;null;null;3;Binocular Vision;MOPA 031;8;null
null;null;null;null;Ethics and Jurisprudence;MOPF 031;8;null
null;null;null;null;Optometric Pharmacology;MOPH 031;8;null
null;null;null;null;Environmental and Occupational Optometry;MOPG 031;8;null
null;null;null;null;Contact Lens Practice;MOPB 031;8;null
null;null;null;null;Ocular Disease Management;MOPE 031;8;null
null;null;null;null;Clinical Practice I;MOPC 031;12;null
null;null;null;null;Ocular Disease Management;MOPE 032;8;null
null;null;null;null;Clinical Practice II;MOPD 032;12;null
null;null;null;null;Binocular Vision;MOPB 032;8;null
null;null;null;null;Contact Lens Practice;MOPC 032;8;null
null;null;null;null;Low Vision and Rehabilitation;MOPG 032;8;null
null;null;null;null;Paediatric Optometry;MOPF 032;8;null
null;null;null;null;Optometry Admin and Practice Management;MOPA 032;8;null
null;null;null;null;Research methodology and Biostatistics;MOPH 032;8;null
null;null;null;null;null;null;null;null
null;null;null;4;Clinical Practice;MOPA 040;44;null
null;null;null;null;Clinical Practice;MOPB 040;44;null
null;null;null;null;Vision Science Project;MOPR 040;40;null
null;null;null;null;null;null;null;null
null;null;Pharmacy;1;English For Health Sciences;HEHS010;null;null
null;null;null;null;Introduction To Pharmacy;MPRM011;null;null
null;null;null;null;From Atoms To Medicines;MPAT011;null;null
null;null;null;null;Pharmacokinetics & Pharmacodynamics;MPBP012;null;null
null;null;null;null;Microorganisms, Man And Medicines;MMIC012;null;null
null;null;null;null;Primary Health Care Practice-Based Learning;MPRI012;null;null
null;null;null;null;null;null;null;null
null;null;null;2;Cardiovascular Pharmacy;MPCA021;null;null
null;null;null;null;Nutrition And Gastroenterology;MPCB021;null;null
null;null;null;null;Respiratory System, Ear And Eye;MPCC021;null;null
null;null;null;null;Industrial Pharmacy Practice;MPCA022;null;null
null;null;null;null;Pharmaceutical Manufacturing;MPCC022;null;null
null;null;null;null;Industrial Pharmacy Practice-Based Learning;MPCB022;null;null
null;null;null;null;null;null;null;null
null;null;null;3;Community Pharmacy Practice;MPCA031;null;null
null;null;null;null;Modern Technologies In Health Care;MPCB031;null;null
null;null;null;null;Sterile Pharmaceutical Products;MPCC031;null;null
null;null;null;null;Community Pharmacy Practice-Based Learning;MPCA032;null;null
null;null;null;null;Endocrinology And Reproduction;MPCB032;null;null
null;null;null;null;Neuromuscular and Skeletal System and Pain;MPCC032;null;null
null;null;null;null;null;null;null;null
null;null;null;4;Hospital Pharmacy Practice;MPCA 041;null;null
null;null;null;null;Neurological and Psychiatric Pharmacy;MPCB 041;null;null
null;null;null;null;Specialised Pharmacy;MPCC 041;null;null
null;null;null;null;First Aid;MPCA 042;null;null
null;null;null;null;Hospital Based Pharmaceutical Care;MPCB 042;null;null
null;null;null;null;Hospital Pharmacy Practice-based learning;MPCC 042;null;null
null;null;null;null;Advanced Research Methodology and Project;MPCR 040;null;null
null;null;null;null;null;null;null;null
null;Faculty of Science and Agriculture;Agricultural Economics;1;Compulsory modules;SSMA011;12;Functions, Limits, Continuity, Derivatives, Integration. Applications of differentiation and integration e.g. gradient of a curve, equation of tangent and normal to a curve, curve sketching, optimization, area between two curves, simple differential equations and arc length.
null;null;null;null;null;STAC011;12;null
null;null;null;null;null;CBMA011;12;null
null;null;null;null;null;SHEL011;12;"Respect for all forms of life; Sexual health; Safety in my environment; Successful scientific communication; and Successful study skills"
null;null;null;null;null;SBIO011;12;"An introduction to biology with the emphasis on the scientific method, introduction to fields of biology, biological terminology, characteristics of living organisms, chemistry of biological molecules, classes of analyse molecules, cell types and cellular structure, groupings of organisms and the kingdoms of life, cellular transport, energy storage and release during chemical reactions, enzymes regulating chemical reactions in living organisms, ATP as primary energy carrier, introduction to the fundamental processes of analyse and cellular
respiration, mitosis and meiosis, Mendelian genetics
and an introduction to developmental biology."
null;null;null;null;null;SSMA012;12;Basic Algebra, Complex numbers, Systems of Simultaneous equations, Matrix Theory and Statistics
null;null;null;null;null;STAC012;12;null
null;null;null;null;null;SHEL012;12;"Sexual health; Healthy lifestyle; My environment influences my health; The scientific method; and Successful scientific communication"
null;null;null;null;null;CBMA012;12;null
null;null;null;null;null;SGEO012;16;Basic concepts and relationships in economics, Demand, supply and prices in the market place, Resource allocation and efficiency, Elasticity, Theory of consumer choice and scarcity, Production and cost theory, The market and market structures in which farmers operate, The labour market.
null;null;null;2;null;SAGB021;16;Basic concepts and relationship in economics, demand, supply and prices in the market place. Resource allocation and efficiency, elasticity, theory of consumer choice, production and cost theory, the market and market structures in which farmers operate and the labour market
null;null;null;null;null;CBMA021;16;"Entrepreneurship basic define and identify entrepreneurs, identify differences between product based and service based businesses. Identify unis of sale for different types of business. Identify differences between producers and consumers. Identify how the economy is formed. Identify factors
that make regional economies different"
null;null;null;null;null;SANB021;12;Principles of farm animal physiological processes, Functional integration of anatomy and physiology, Adaptation concepts and definitions, Effect of environment on animals’ morphological, physiological and behavioural adaptations and comparative adaptability of herbivores.
null;null;null;null;null;SPPB021;12;"Fundamental tissues in plants; various organs: roots, stems, leaves, flowers and seeds; various systems: water-plant-atmosphere; essential nutrient elementplant systems; energy-plant systems with emphasis on respiration and photosynthesis on C3, C4 and CAM plants, and coordination systems; crops: definition, origin and classification; indispensable roles of plants to other kingdoms."
null;null;null;null;null;SAGB022;16;Basic concepts in macroeconomics, Macroeconomic objectives and the business cycle, Measurements of macro-economic parameters, Aggregate demand and supply, Unemployment and inflation: Relationships, causes and measures, Total spending and income determination in closed and open economies, Monetary sector economics, International trade and agricultural sector in the economy.
null;null;null;null;null;SAGD022;12;Farm management principles and functions of management, Decision making approaches and nature of farm business organizations, Measures of depreciation of assets and land value, Analysis of the financial statements, Farm budget and planning techniques, Risk management in a farm business, Business plans and profiles of the farm.
null;null;null;null;null;SAGC022;12;"Theoretical orientation to key concepts of agricultural development, Roles of agriculture in economic development, Problems of agricultural development in LDCs, Planning of agricultural development, Sources of capital and economics of capital use, Types of loans and the sources of loan funds, Establishing and developing credit, The economics of
land use and management."
null;null;null;null;null;SPPC022;12;"Introduction to farm machinery including the principles of tractors and animal power technologies operations; crop processing technologies and mechanization systems for agricultural production and processing. Characteristics of agricultural mechanization, cropping practices and yet see how they relate to the natural sciences and other agricultural disciplines."
null;null;null;null;null;SAGX022;12;The family as a social institution, The community: institutions and values, Organization and leadership, Distribution of power, Social demography: structural characteristics, demographic processes, uses of demographic information. The concept of change: social action process, social system analysis, group dynamics and decision making, The family as a social institution, The community: institutions and values, Organization and leadership, Distribution of power, Social demography: structural characteristics, demographic processes, uses of demographic information. The concept of change: social action process, social system analysis, group dynamics and decision making.
null;null;null;3;null;SAGC031;12;Concepts of agricultural and rural development, Measures and indicators of economic development, Models of agricultural development, Obstacles to Rural Development: Problems and Policies, Institutional constraints on agricultural development and remedial policies, Resource use and technical change in smallholder agriculture, Analysis of agrarian change and development strategies, Food security in the South African context, Agricultural Policy in Southern Africa
null;null;null;null;null;SAGD031;12;"Introduction to agricultural and food marketing, Market structures and the competitive environment, Approaches to the study of marketing, Prices analysis and marketing margins, Functional and organizational issues in marketing, Government intervention in agricultural markets, Selected
commodity markets in South Africa, Overview of
South Africa marketing policy."
null;null;null;null;null;SAGB031;12;Conceptual issues in project analysis, Framework of agricultural projects in developing countries, The project cycle and aspects of project preparation, The time value of money: comparing costs and benefits, Financial Analysis in Project Management, Measure of project worth: Net Present Value (NPV), Benefit cost Ratio (BCR), Internal Rate of Return (IRR), Pay Back Period (PBP), and Average Rate of Return (ARR)
null;null;null;null;null;SAGX031;12;History of Agricultural Extension Philosophical Foundation of Extension Characteristics of agricultural Extension, Adult learning Critical Characteristics of adult learners, Adult developmental trends Principles of Adult Education, Farmer training Centers Purpose and objectives of farmer training centers. Planning and training division in training centers, The Agricultural Extension Unit in Training centers, Communication in Extension The importance of communication in Extension The communication process in Extension Problematic areas in communication, Extension systems Transfer of Technology Participatory Extension Approach Participatory Innovation Development Training and Visit system Farmer to Farmer approach, Challenges facing Agricultural Extension Changing role of Extension Land reform Natural resource management in research-extension, Organization of extension services Conditions for organization of Extension service Leadership in extension organization Staff Development Gender and Extension.
null;null;null;null;null;SANB031*;12;Nutrition of poultry, Reproduction of poultry, Management of poultry, Nutrition of pigs, Reproduction of pigs, Management of pigs.
null;null;null;null;null;SPPB031;12;"General introduction to field crops, plant science of crop production, classification of crop plants, leading field crops (maize, wheat, groundnuts, cowpea, cotton – History/Origin, world production, economic importance, climatic requirements, botanical characteristics, cultural practices i.e. land preparation, crop varieties, fertilization, crop
protection"
null;null;null;null;null;SAGB032;12;Rationale for policy making and policy setting, The process of policy making, making of agricultural policy in South Africa, Welfare criteria for policy choice, Classification of Agricultural Policies, Economic analysis of agricultural policies, Agricultural Policy in South Africa and related challenges and issues, Case studies related to Agricultural Policy in Southern Africa.
null;null;null;null;null;SAGC032;12;Introduction to basic concepts of international trade, The economic basis for trade – absolute and comparative advantage, Gains from trade, Classical and neo-classical trade theories and new and alternative trade theories, Trade policy instruments – tariffs, quotas, export subsidies, voluntary export restraints, Trade policy and regional integration – SADC, COMESA, EAC, SACU, Multilateral trade and international trade organisations – GATT/WTO, International finance.
null;null;null;null;null;SAGE032;12;Introduction to LED concepts, principles and trends in local economic development, Problems of agricultural development and economics perspectives, Levels of local economic activity and links to the external environment, Overview of generic and targeted LED activities, Options for smallholder agriculture inclusion in LED, Government policy framework on LED, Challenges, responses and best practices in LED, Case studies on LED.
null;null;null;null;null;SAGD032;12;"The unique nature of agricultural production economics, Algebraic, theoretical, tabular and graphical representation of production, Factorproduct model and optimization techniques in one input setting, Factor-factor model- optimization techniques in two inputs setting and the policy of acreage allotment in a farm business, Productproduct mode and profit maximization techniques, Economies of scale and their implication to the farm business, Production decisions in the short and long
run."
null;null;null;null;null;SEPA030;20;Integrated theory and practice through experiential training
null;null;null;4;null;SAGA041;16;"An overview of simple and multiple regression models; the covariance matrix and prediction, Interpretation of the estimated regression model in the light of uses and abuses of R2; specification errors; judging the relevance of added variables; data deficiency and multicollinearity and proxy variables, Hypothesis testing with regression model in the light of the t-test, the F-test and testing between linear and log-linear models, Dummy variables and their uses, the chow test, The assumptions of classical linear regression and the consequences of their violations. Pooling data, Functional forms and Forecasting."
null;null;null;null;null;SAGB041;16;The nature of mathematical economics, Economic models, Equilibrium analysis in economics, Comparative Statics, Optimization techniques in economics, Application of matrices in economic analysis, Application of arithmetic and geometric series in economic analysis.
null;null;null;null;null;SAGC041;16;Preference and utility maximization, Income and substitution effect, Demand relationships among economic goods, An intermediate analysis of markets and the optimizing behaviour of households and firms including market demand and elasticity, the gains from and effects of international trade and trade intervention, Production, Cost and Supply theories, Profit maximization in different market structure.
null;null;null;null;null;SAGB042;16;Scope, task and functions of management in agribusiness, The agribusiness industry and operating environment, Financial analysis of agribusiness firms, Marketing management in an agribusiness, Operations management: Task and scope of production management , supply chain analysis, Human resource management .
null;null;null;null;null;SAGD042;16;Components of the macroeconomy, National income accounting, Short run and long run aggregate demand and supply, Monetary and fiscal policy effects, Dynamics of Inflation, Deflation and Unemployment, The roles financial institutions and policy issues for stabilization, Investment spending and the accelerator principle, Income determination and spending, Consumption and saving, International adjustment and Interdependence.
null;null;null;null;null;SAGC042;16;Origins and approaches to institutionalist thinking in economics, Levels of institutions and forms of governance, Information problems: Moral hazard, Adverse selection, Transaction costs, Introduction to property rights theory, Approaches to the study of property rights: Property as a bundle of rights, Property regimes and Property as an economic asset, Tenure insecurity in Southern Africa, and the legislative and policy interventions, Overview of agrarian institutions.
null;null;null;null;null;SAGA042;16;Natural resource economics within agricultural economics, Markets and Resource Management, Renewable and exhaustible resources, Measuring Environmental Damage: Valuation MethodologiesHedonic Price Approach, Contingent Valuation, Travel Cost Approaches, and Willingness to Pay versus Willingness to Accept, Preventing Extinction: Biodiversity, Preventing Productivity Loss: Agriculture And The Environment, Sustainability and sustainable development in natural resource management, Climate change- key issues, mitigation and adaptation.
null;null;null;null;null;SAGR040;32;"The research cycle, Identifying and evaluating secondary data, Approaches to primary data collection, Sampling methods and preparing for household surveys, Qualitative approaches to research, Introduction to Statistical Analysis Software e.g. SPSS, Data analysis, Presenting research
results."
null;null;Animal Production;1;null;SPHY011;12;"Newtonian Mechanics: Forces, Newton’s laws, friction, torque, conditions of equilibrium, couples, velocity an acceleration, falling bodies, projectile motion, mass an weight, work, energy and power, impulse and momentum, elastic and inelastic collisions, circular motion, angular velocity and accelerations simple harmonic motion. Properties of Matter: Elasticity, hydrostatics, density
and relative density, pressure in liquids, principle of
Archimedes, surface tension, hydrodynamics,
viscosity. Wave motion, longitudinal and transverse
waves, and acoustics. Temperature scales,
expansivity, word and heat quantity of heat,
calorimetry, change of phase, conduction of heat, first
law of thermodynamics, ideal gas law and kinetic
theory of gases.
"
null;null;null;null;null;SSTA011;12;Sets, Elementary Calculus, Algebra and Financial Mathematics.
null;null;null;null;null;SCHE011;12;"Matter; Energy and Measurement; Atoms, ions and molecules; Chemical Bonds; Chemical reactions; Stoichiometry; Gases, liquids and solids; Solutions and colloids; Reaction rates and equilibrium; Acids and Bases; Bonding and Molecular Structure; Reaction Kinetics; Chemical Equilibrium; Electrochemistry"
null;null;null;null;null;SHEL011;12;"Respect for all forms of life; Sexual health; Safety in my environment; Successful scientific communication; and Successful study skills"
null;null;null;null;null;SBIO011;12;An introduction to biology with the emphasis on the scientific method, introduction to fields of biology, biological terminology, characteristics of living organisms, chemistry of biological molecules, classes of analyse molecules, cell types and cellular structure, groupings of organisms and the kingdoms of life, cellular transport, energy storage and releareactions in living organisms, ATP as primary energy carrier, introduction to the fundamental processes of analyse and cellular respiration, mitosis and meiosis, Mendelian genetics and an introduction to developmental biologyse during chemical reactions, enzymes regulating chemical
null;null;null;null;null;SZOO012;12;An introduction to Zoology at organism level, with a review of phylogenetic relationships, structure and function of selected invertebrate and vertebrate fauna. A comparative study of anatomy and physiology of selected vertebrate systems. Lectures and practicals are used to illustrate the multiplicity and diversity of animals in their environment.
null;null;null;null;null;STAB012;12;"Types of data. Summary measures for grouped and ungrouped data: Measures of location and dispersion. Graphical presentation; Exploratory data analysis: stem and leaf, box plots. Basic ideas of sampling; Basic probability concepts and rules, Random variables, Probability distributions: Binomial, Poisson and Normal; Statistical inference: Estimation and tests for population mean and proportion; Tests of independence and goodness-of-fit. Simple linear regression and correlation."
null;null;null;null;null;SHEL012;12;"Sexual health; Healthy lifestyle; My environment influences my health; The scientific method; and Successful scientific communication"
null;null;null;null;null;SGEP012;12;Introduction to matter and energy, The earth as part of the solar galaxy, Plate tectonics, landforms and land forming processes, Soils and soil forming processes, Basic atmospheric characteristics and processes, Life and earth’s life support systems, Ecosystem components, and biogeochemical cycles, Terrestrial and aquatic ecosystems
null;null;null;null;null;SCHE012;12;"Introduction to Organic Chemistry (Saturated and unsaturated hydrocarbons, Basic stereochemistry); Functional Groups (Alcohols, phenols, ethers and alkyl halides, Aldehydes and Ketones, Carboxylic acids and esters, Amines and Amides, Aromatic compounds); Physiologically important compounds (Carbohydrates, Lipids, Proteins, Nucleic acids, Enzymes). Introduction to First row Transition Metals: Electronic structure, physical and chemical properties, Biological significance. Complex Ions of Metals: Nomenclature, Coordination numbers of metal complexes, Isomers, Binding in complexes."
null;null;null;2;null;SAGB021;16;Basic concepts and relationships in economics, Demand, supply and prices in the market place, Resource allocation and efficiency, Elasticity, Theory of consumer choice and behavior, Production and cost theory, The market and market structures in which farmers operate and The labour market.
null;null;null;null;null;SBCA021;20;Structure, and chemistry of amino acids, the importance of their side chains in relation to their surroundings, primary, secondary, tertiary and quaternary structures including the forces required to stabilize them, structure to function relationship and emphasis to be placed on enzyme function and the importance of coenzymes, structure of lipids of various types and functions, fat soluble vitamins, structure and functions of monosaccharides, polysaccharides and glycoproteins, structure and functions of nucleic acids, General review of the following metabolic pathways: glycolysis, gluconeogenesis, pentose phosphate pathway, glycogen metabolism, TCA cycle, electron transport and oxidative phosphorylation, introduction to bioenergetics, lipid metabolism, steroid metabolism, amino acid metabolism, expression of genetic information, the biochemistry of drug metabolism by cytochrome P450 microsomal system.
null;null;null;null;null;SANB021;12;Animal Production industries, Historical domestication of farm animals and their uses, Biological principles underlying production efficiency in tropical and subtropical countries, Principles of environmental adaptation, Water quality for livestock, Animal production systems, Farm animal breeds and Handling of farm animals.
null;null;null;null;null;SPPB021;12;"Fundamental tissues in plants; various organs: roots, stems, leaves, flowers and seeds; various systems: water-plant-atmosphere; essential nutrient elementplant systems; energy-plant systems with emphasis on respiration and photosynthesis on C3, C4 and CAM plants, and coordination systems; crops: definition, origin and classification; indispensable roles of plants to other kingdoms."
null;null;null;null;null;SANB022;12;Principles of farm animal physiological processes, Functional integration of anatomy and physiology, Adaptation concepts and definitions, Effect of environment on animals’ morphological, Physiological and behavioural adaptations and comparative adaptability of herbivores.
null;null;null;null;null;SAGD022;12;Farm management principles and functions of management, Decision making approaches and nature of farm business organizations, Measures of depreciation of assets and land value, Analysis of the financial statements, Farm budget and planning techniques, Risk management in a farm business, Business plans and profiles of the farm.
null;null;null;null;null;SANC022;12;Energy systems, Composition of feeds, Classification of feeds, Basic digestion, absorption and metabolism in farm animals and Feed analysis
null;null;null;null;null;SPPC022;12;"Introduction to farm machinery including the principles of tractors and animal power technologies operations; crop processing technologies and mechanization systems for agricultural production and processing. Characteristics of agricultural mechanization, cropping practices and yet see how they relate to the natural sciences and other agricultural disciplines."
null;null;null;null;null;SAGX022;12;The family as a social institution, The community: institutions and values, Organization and leadership, Distribution of power, Social demography: structural characteristics, demographic processes, uses of demographic information. The concept of change: social action process, social system analysis, group dynamics and decision making, The family as a social institution, The community: institutions and values, Organization and leadership, Distribution of power, Social demography: structural characteristics, demographic processes, uses of demographic information. The concept of change: social action process, social system analysis, group dynamics and decision making.
null;null;null;3;null;SANC031;12;Regulations and Acts governing animal health, Causes, symptoms, prevention and treatment of diseases, Routine animal health management practices, Poisonous plants and related issues, Handling and storage of medicines and poisons.
null;null;null;null;null;SAGD031;12;Introduction to agricultural and food marketing, Market structures and the competitive environment, Approaches to the study of marketing, Prices analysis and marketing margins, Functional and organizational issues in marketing, Government intervention in agricultural markets, Selected commodity markets in South Africa, Overview of South Africa marketing policy.
null;null;null;null;null;SANB031;12;Nutrition of poultry, Reproduction of poultry, Management of poultry, Nutrition of pigs, Reproduction of pigs, Management of pigs.
null;null;null;null;null;SPPB031;12;General introduction to field crops, plant science of crop production, classification of crop plants, leading field crops (maize, wheat, groundnuts, cowpea, cotton – History/Origin, world production, economic importance, climatic requirements, botanical characteristics, cultural practices i.e. land preparation, crop varieties, fertilization, crop protection.
null;null;null;null;null;SANB031;12;Nutrition of poultry, Reproduction of poultry, Management of poultry, Nutrition of pigs, Reproduction of pigs, Management of pigs.
null;null;null;null;null;SPPE032;12;Hypotheses testing, t-test, confidence interval, analysis of variance (completely randomized design, randomized complete block design, Latin square design, factorial experiments, split plot arrangement), mean comparisons. Chi-square test, simple correlation and regression analysis and data reporting.
null;null;null;null;null;SANB032;12;Food intake and its control, Digestibility, Nutrient requirements, Meeting nutrient needs (Ration Formulation) and Feeding systems.
null;null;null;null;null;SPPB032;12;The role that planted pastures can play in animal production, The use of different fodder species, in during different seasons, in fodder flow planning, Diversity of different fodder species that are available in the market, Establishment, growing and management of the different fodder species groups, The taxonomy, physiology and morphology of different rangeland grasses and browsing species, The diversity of different Plant Biomes in South Africa and the ecology of different veld types, The role of soil, climate and other external factors on the diversity and production of rangeland (veld), The impact of defoliation (grazing, cutting and burning), resting and the grazing animal on the sustainability and production of the rangeland, The nutritional value, acceptability and intake of rangeland species and its influence on animal production.
