University ;Faculty ;Qualifications;Year;Modules;Module Code;SAQA credits;Description 
null;null;DEPARTMENT OF BIOLOGICAL SCIENCES;1;CELL BIOLOGY;BIO1000F;18;"Basic biological principles and processes at a cellular level provide an essential grounding for future 
study in the life sciences. The structure and function of cell components is introduced, followed by an 
introduction to chemistry, including the structure and functions of biological macro-molecules. Cell 
division and the role of genetics in inheritance and the control of biological systems is then considered. 
This leads into an introduction to membrane physiology, metabolism and its regulation. Cellular 
processes that are considered in detail include the functioning of photosynthesis and cellular 
respiration, and how these relate to organismal physiology. Cellular communication and the immune 
system of animals complete the organismal physiology. "
null;null;null;1;BIOLOGICAL DIVERSITY;BIO1004S;18;"This course aims to illustrate the diversity and complexity of living organisms, from viruses to 
humans. Topics include: evolution as a means of interpreting change with time; modern theories on 
the mechanisms of evolution; the origin of species, including humans; structure and functioning of the 
simplest microbial life forms; structure and life cycles of fungi; the evolution of aquatic and terrestrial 
plants; the diversity and adaptations of invertebrate animals; the development and adaptations of 
chordate groups; primate diversity and evolution; conservation and biodiversity issues in relation to 
South African biomes and global change. The course includes a strong practical component which 
further examines biodiversity and related concepts. "
null;null;null;2;PRINCIPLES OF ECOLOGY & EVOLUTION;BIO2014F;24;"This course begins with an exploration of the mechanisms by which populations evolve and ultimately 
give rise to the entities that we term species. Building on this, it then explores the nature of the 
genealogical relationships between species (phylogeny), and the manner in which these are estimated 
in practice. The focus then shifts to abiotic and biotic controls on the distribution of species and higher 
taxa in nature, as viewed through the lens of niche theory, as well as constraints on the adaptability of 
populations or species to changing selective conditions. Finally, the course explores life history 
variation amongst organisms, including the factors that regulate its evolution and its demographic 
consequences. The latter provides context for a brief introduction to population ecology. Lectures 
provide theoretical background, while practicals and the compulsory field trip provide hands-on 
experience of material taught in lectures, as well as training in basic research techniques. "
null;null;null;2;VERTEBRATE DIVERSITY & FUNCTIONAL BIOLOGY ;BIO2015F ;24;"This course begins with an overview of the evolution, characteristics, diversity, morphology, and life 
histories of the different craniate classes, paying particular attention to adaptations underlying the 
success of the vertebrates. Distinctive or advanced biological features of each group are highlighted, 
and their ecological/economic importance briefly considered. The rest of the course comprises 
integrative, cross-taxonomic modules on the functional biology of vertebrates, notably locomotion, 
sensory systems, metabolism, homeostasis and behaviour. The course includes a strong practical 
component to demonstrate the links between form and function; as well as a compulsory 4-day field 
camp during which students will be trained in methods for studying the diversity, ecology and 
behaviour of selected vertebrate groups. "
null;null;null;2;INVERTEBRATE DIVERSITY & FUNCTIONAL BIOLOGY;BIO2016S;25;"The course exposes students to the diversity of invertebrates and their functional biologies. Topics 
will be presented within an evolutionary framework to emphasise past and contemporary selective 
pressures driving diversification. Students will be exposed to key topics in functional biology across 
the major invertebrate groups and will include cellular to organism level processes. The course begins 
with an introduction to the evolution of the invertebrates and the major phyla. This leads to an 
exploration of invertebrate functional biology, with an emphasis on key adaptations across the 
aquatic–terrestrial gradient. Lectures, practicals and field trips will expose students to contemporary 
philosophical, methodological and conceptual approaches used in the field of invertebrate functional 
biology and diversity. "
null;null;null;2;PLANT DIVERSITY AND FUNCTIONAL BIOLOGY;BIO2017S;24;"The course begins with a discussion on the nature and origin of plants that includes an overview of 
major autotrophic eukaryote lineages. The benefits and challenges of life in water and on land are also 
presented. Diversity and evolution of life histories and reproductive systems in plants and 
consequences of the diversity of major plant lineages are studied. The functional biology of the major 
organs of the plant including roots, stems and leaves in relation to strategies for resource acquisition 
and utilisation, mineral nutrition, plant water relations and carbon metabolism are considered. This 
entails studying variations in root, stem and leaf morphologies in various plant lineages and unique 
terrestrial and aquatic environments and their function in water, nutrients, and carbon metabolism. 
There is a strong focus on African plants, and a particular emphasis on the Cape Floristic region. The 
course practicals are compulsory and complements the theory with hands-on experience on working 
with different lineages of plants, data collection and analysis from scientific studies and experiments, 
and scientific writing. A compulsory 4-day field camp is undertaken for students to study the 
relationship between ecology and plant morphology, function, and diversity."
null;null;null;3; MARINE ECOSYSTEMS;BIO3002F;36;"The course aims to develop and promote skills in the marine sciences in South Africa, making students 
familiar with global marine ecosystem structure and functioning, but with an emphasis on South 
African systems. Lectures, tutorials, and practicals will be aimed at developing interpretative and 
integrative skills built during previous courses (e.g., SEA2004F; BIO2014F; BIO1004S; BIO1000F), 
which cover large amounts of more basic information. A further important aim will be to develop 
numerical and written skills, as well as introducing students to modern research techniques and 
approaches. "
null;null;null;3; GLOBAL CHANGE ECOLOGY;BIO3013F;36;"How are organisms and ecosystems affected by the drivers of global environmental change? In this 
course we briefly explore the drivers of global change, both natural (e.g. Milankovitch cycles, tectonic 
drift) and anthropogenic (e.g. greenhouse gas emissions, pollution, land-use change), and then 
examine how these drivers influence (and are influenced by) terrestrial and marine biological systems. 
We cover a variety of topics, ranging from organismal and physiological responses to global change, 
biodiversity, global biogeochemical cycles, ecological function and ecosystem services. While the 
majority of the class is focussed on contemporary global change, this is contextualized relative to 
palaeohistorical environmental change. The course provides an integrated knowledge of contemporary 
environmental issues related to global change (e.g. carbon sequestration, climate change mitigation, "
null;null;null;3;CONSERVATION: GENES, POPULATION & BIODIVERSITY;BIO3014S;36;"This course introduces students to the science and practice of conservation biology, beginning with 
an overview of conservation issues, the value of biodiversity, extinction risks and the history and 
philosophy of conservation. The conservation of biodiversity is explored at multiple levels, including 
the diversity of genes, species, populations and ecosystems. At the species and population levels, we 
consider the role of life history and behaviour in the management of populations in the real world. 
The conservation and management of ecosystems is considered in terms of important processes, such 
as disturbance, re-wilding and threats by alien species. This course includes consideration of 
conservation, society, landscapes and ecosystem services. Issues to be considered here include 
incentives, access, who benefits from conservation, legal aspects and management policies."
null;null;null;3;MARINE RESOURCES;BIO3017S;36;"This course covers the science that supports renewable marine resource management. Topics include 
the diversity and life-history strategies of living marine resources, the diversity of fish and fisheries, 
surplus production, ecological responses to exploitation, monitoring and assessment techniques, 
regulatory strategies, resource economics, diversity and principles of marine aquaculture, and marine 
conservation"
null;null;null;3;ECOLOGY & EVOLUTION;BIO3018F;36;"Ecological and evolutionary processes together determine patterns of biodiversity. This Africancentric ecology and evolution course utilises regional examples within the global context to illustrate 
plant and animal ecology and evolution. The course starts with community assembly and the 
mechanisms (e.g., functional traits) that contribute to species coexistence (e.g., niche construction) 
and turnover (competition/facilitation for resources) between communities and the results of this (e.g., 
succession and alternate states). The role of disturbance (e.g., fire, herbivory, predation) in structuring 
communities and the roles of adaptation versus exaptation are then considered. Alien invasions are 
considered in the context of the supposed “empty niche” and as current examples of dispersalism and 
mechanisms (e.g., traits) of coexistence and competition. This is followed by behavioural ecology, 
focusing on how competition and cooperation between and within species affects evolutionary fitness. 
This leads into analytical biogeography, considering the distribution of species and how this was 
established (i.e., vicariance versus dispersalism) before discussing the evolution and coexistence of 
species regionally and globally. The course is based on a two-week fieldtrip before the semester starts, 
with assignment hand-ins and tutorials during the semester. "
null;null;null;3;QUANTITATIVE BIOLOGY;BIO3019S;36;"In an era of ""big data"", the ability to work with large amounts of numerical data is an important skill. Biological systems are notoriously complex across all levels of organisation and are often difficult to manipulate experimentally on meaningful temporal and spatial scales. Mathematical models provide a means of gaining insight into such systems, allowing us to disentangle complicated processes, focus on variables of interest to a particular research question, test alternative hypotheses, make predictions, and help present ideas in an unambiguous fashion. This course deals with the use, interpretation, and limits of modelling approaches in biology. In a series of modules exploring processes ranging from the behaviour of genes to understanding global scale distributions of species and communities, students will gain experience in question formulation, model development and parameterisation, interpretation of results, and model critique."
null;null;null;null;null;null;null;null
null;null;DEPARTMENT OF CHEMISTRY;1; CHEMISTRY 1000 ;CEM1000W;36;"This course lays the foundation of chemistry in its context as a central science for scientists and 
engineers working in the chemical, biological or earth sciences or in chemical engineering.Fundamental concepts in chemistry are covered to illustrate their application to understanding the 
molecular nature of the world around us. Topics include microscopic and macroscopic concepts, 
atomic structure, chemical bonding and molecular structure, the chemistry of the elements and 
inorganic chemistry, chemical equilibrium, acids and bases, solubility, phases of matter, 
thermochemistry and thermodynamics, colligative properties, oxidation and reduction, 
electrochemistry and chemical kinetics. The course continues with an introduction to the language of 
organic chemistry, including structure and reactivity in organic chemistry, describing and predicting 
organic reactivity and the properties and reactivity of biologically important molecules. Practicals aim 
to develop essential manipulative and technical laboratory skills, as well as to draw links to 
interpreting the physical world in terms of its molecular nature. A blended approach to learning may 
be used where academic activities will be delivered online and face-to-face, if feasible. This will be 
at the discretion of the course convener. "
null;null;null;1;CHEMISTRY 1009;CEM1009H ;18;"This course lays the foundation of chemistry in its context as a central science for scientists working 
in the chemical, biological or earth sciences. Fundamental concepts in chemistry are covered to 
illustrate their application to understanding the molecular nature of the world around us. Topics 
include microscopic and macroscopic concepts, atomic structure, chemical bonding and molecular 
structure, chemical equilibrium, acids and bases, solubility, phases of matter, thermochemistry, 
osmosis and chemical kinetics. The course continues with an introduction to the language of organic 
chemistry, including naming of compounds, identification of functional groups and isomers. Practicals 
are designed to develop essential manipulative and technical laboratory skills, to take measurements 
and handle data, as well as to draw links to interpreting the physical world in terms of its molecular 
nature. "
null;null;null;1;CHEMISTRY 1010;CEM1010H;null;"Topics covered at a more advanced level include microscopic and macroscopic concepts, atomic 
structure, chemical bonding and molecular structure, the chemistry of the elements and inorganic 
chemistry, chemical equilibrium, acids and bases, solubility, vapour pressure and phase diagrams, 
thermodynamics, colligative properties, oxidation and reduction, electrochemistry and chemical 
kinetics. The course includes an introduction to the language of organic chemistry, structure and 
reactivity in organic chemistry, describing and predicting organic reactivity and the properties and 
reactivity of biologically important molecules. Practicals aim to develop essential manipulative and 
technical laboratory skills, as well as to draw links to interpreting the physical world in terms of its 
molecular nature. "
null;null;null;2;INTERMEDIATE CHEMISTRY;CEM2005W;48;This course develops the foundations of a major in Chemistry at an intermediate level and allows continuation to third-year Chemistry for the completion of a major in Chemistry. The theory component features a set of intermediate topics, and the laboratory component develops both experimental and interpretative skills. The course includes the following topics: spectroscopy and modern analytical tools, introduction to inorganic chemistry, organic structure and reactivity, thermodynamics, thermodynamics of solutions, phase equilibria, chemical reaction kinetics and equilibria, reactions of organic molecules (patterns, predictions and preparation of new products), introduction to coordination chemistry, structures and energetics of inorganic solids and electrochemistry. The practical course covers the same topics and aims to develop manipulative and technical laboratory skills including the application of modern analytical methods to the elucidation of chemical structures.
null;null;null;3;CHEMISTRY 3005 ;CEM3005W;72;"This final course for the Chemistry major aims to develop understanding and integrated knowledge of 
the core disciplines in Chemistry. Lecture material includes topics in wave mechanics and 
spectroscopy, adsorption and heterogeneous catalysis, solid-state chemistry and X-ray 
crystallography, dynamics, inorganic reaction mechanisms, organometallic chemistry, further topics 
in organic structure and reactivity, organic synthesis and organic dynamic stereochemistry. The 
practical course covers the same topics and aims to develop integrative and interpretive skills. A 
further aim is to develop skills in writing within the discipline, as well as introducing students to 
modern research methods. "
null;null;null;null;null;null;null;null
null;null;DEPARTMENT OF COMPUTER SCIENCE;1;COMPUTER SCIENCE 1010;CSC1010H;18;"This course is an introduction to problem solving, algorithm development and programming in the 
Python language. It includes fundamental programming constructs and abstractions, sorting and 
searching techniques, and machine representations of data. The practical component covers 
input/output, conditionals, loops, strings, functions, arrays, lists, dictionaries, recursion, text files and 
exceptions in Python. Students are taught testing and debugging, as well as sorting and searching 
algorithms, algorithm complexity and equivalence classes. Number systems, binary arithmetic, 
boolean algebra and logic gates are also introduced "
null;null;null;null;COMPUTER SCIENCE 1011;CSC1011H ;18;"The first half of the course aims to further develop problem solving and programming in Python. The 
second half focuses on object-oriented design and programming in Java, as well as introducing 
important considerations relating to ethical and professional issues. The latter introduces students to 
ethical issues such as property rights, freedom of expression and privacy, and concepts such as free 
and open source software, ICT for Development, and Professional Codes of Conduct. The Java 
component of the course covers object-oriented design techniques and UML class diagrams, as well 
as elementary data structures such as lists, stacks and queues. The practical component includes use 
of inheritance, polymorphism, interfaces, generics and GUI programming in Java"
null;null;null;1;"COMPUTER SCIENCE 1015 
";CSC1015F/S ;18;"This course is an introduction to problem solving, algorithm development and programming in the 
Python language. It includes fundamental programming constructs and abstractions, sorting and 
searching techniques, and machine representations of data. The practical component covers 
input/output, conditionals, loops, strings, functions, arrays, lists, dictionaries, recursion, text files and 
exceptions in Python. Students are taught testing and debugging, as well as sorting and searching 
algorithms, algorithm complexity and equivalence classes. Number systems, binary arithmetic, 
Boolean algebra and logic gates are also introduced. The course is offered in a blended-learning 
format. Students are provided with a set of video lectures that they can watch multiple times. Student 
contact time is in a tutorial/practical format aimed at reinforcing the principles introduced in the online 
lectures and giving students time to do exercises under the supervision of tutors. "
null;null;null;1;COMPUTER SCIENCE 1016 ;CSC1016S ;18;"This course builds on the foundation of CSC1015F/CSC1010H, with a focus on object-oriented design 
and programming in Java, as well as introducing important considerations relating to ethical and 
professional issues. The latter introduces students to ethical issues such as property rights, freedom of 
expression and privacy, and concepts such as free and open source software, ICT for Development, 
and Professional Codes of Conduct. The Java component of the course covers object-oriented design 
techniques and UML class diagrams, as well as elementary data structures such as lists, stacks and"
null;null;null;2;COMPUTER SCIENCE 2001;CSC2001F ;24;"This course builds on the first year Computer Science foundation with an emphasis on data storage 
and manipulation. The course covers abstract data types and assertions, recursive algorithms, tree 
structures such as AVL and B-trees, graph traversals, minimum spanning trees, sets, hashing and 
priority queues. An introduction to conceptual modelling, database design and relational database 
manipulation is included. Practical programming in Java in a Unix environment is an important part 
of the course"
null;null;null;2; COMPUTER SCIENCE 2002;CSC2002S;24;"The goal of this course is to complete the basic education of a Computer Scientist. Topics include: 
mobile application development and interface design, an introduction to computer architecture and 
concurrent programming. Practical work in Java and in assembler programming are included"
null;null;null;2;PROGRAMMING ASSESSMENT;CSC2004Z;0;"All students who take advanced courses in Computer Science need to build on a foundation of strong 
programming skills. The aim of this course is to assess and confirm mastery in fundamental 
programming skills before students can proceed to advanced courses"
null;null;null;2; INDEPENDENT RESEARCH IN COMPUTER SCIENCE ;CSC2005Z ;24;"This course allows students to pursue a course of independent research in one of the areas of 
specialisation of the department, as listed on the department's website, under the direct supervision of 
one of the staff members. Students will learn research methods in Computer Science and apply these 
in a suitable project. They will also learn about research writing (proposal and report). 
Students will complete a research project and document this in a research report (mini-dissertation). 
An intermediate deliverable will be a project proposal and presentation to staff"
null;null;null;3;COMPUTER SCIENCE 3002;CSC3002F;null;"Course outline: 
The course provides an introduction to the two topics (1) structure and organization of operating 
systems and (2) a basic knowledge of computer networks that will take the student through the various 
logical layers of the ISO OSI layers, focusing on the Internet Protocol suite."
null;null;null;3;COMPUTER SCIENCE 3003 ;CSC3003S;36;"This is a course on two advanced topics: (1) advanced software design is about turning requirements 
into effective and efficient implementations in a systematic manner; and (2) the algorithms module 
expands on a topic central to computing. This module describes how algorithms are categorised, and 
shows interesting algorithms in each category and analyses their complexity. It also touches on Turing 
machines and the limits of computation. "
null;null;null;3;C++ AND MACHINE LEARNING;CSC3022F ;36;"This course introduces the C++ programming language, followed by an exploration of topics in 
machine learning. Students are exposed to different aspects of C++ including templates and functional 
programming and an in-depth study of the C++ memory model. A basic introduction to a widely used 
Python ML framework is then provided. A number of machine learning algorithms are introduced and 
students implement a subset of these using the Python framework.. By the end of the course, students 
should understand how to write efficient object-oriented programs in C++, and also be familiar with 
major categories of learning algorithms, and be able to select and implement the most appropriate 
algorithm for a given problem in Python"
null;null;null;null;null;null;null;null
null;null;"DEPARTMENT OF ENVIRONMENTAL AND 
GEOGRAPHICAL SCIENCE";1;GEOGRAPHY, DEVELOPMENT & ENVIRONMENT;EGS1003S ;18;"The course introduces students to development, sustainability and environment debates in geography, 
by exploring different landscapes at different scales and levels, focusing on the historical roots and 
spatial patterns that underpin development. 
"
null;null;null;1;"GEOSYSTEMS: AN INTRODUCTION TO EARTH & 
ENVIRONMENTAL SCIENCES";GEO1009F;18;"This course aims to develop a broad understanding of how the Earth works. Over its >4.5 billion-yearlong history, the Earth has been shaped by chemical, physical and biological processes. The course 
shows why decoding the rock record of deep-time events is critical for explaining past, present and 
future environmental changes and the distribution of natural resources. The Earth has also sustained 
life in the last >3.5 billion years. Our species, Homo sapiens, is a relatively recent arrival, yet it had 
the greatest impact on our planet. The course reviews human evolution and how we became the 
dominant cause of environmental change on our planet. The course also introduces environmental 
science and examines contemporary linkages between climate, hydrology and critical surface zone 
processes within the context of human impact. Together they control the state of the environment and 
determine the resilience, vulnerability and risks for life on Earth. "
null;null;null;2;THE PHYSICAL ENVIRONMENT;EGS2013F;24;"The course focuses on contemporary Atmosphere-Earth surface interactions, in particular the role of 
precipitation and water from a global to a regional scale and examines temporal dynamics, driven by 
natural process as well as anthropogenic pressures. It covers in detail global circulation patterns, 
climate variability, soil formation, polar response to climate change, informants of regional biome 
formation, tropical deforestation, and desertification and earth observation technology. It is expected 
that students will enhance their understanding of Earth system dynamics, systems interactions and 
develop an appreciation for scales both temporal and spatial. Students are also expected to put the 
local context into a regional setting and make linkages to the larger global picture. "
null;null;null;2;SOCIETY & SPACE;EGS2015S;24;"Spatial thinking sits at the core of Geographical scholarship, and space and human societies are always 
mutually constitutive. This course explores how geographers have theorised space and place as central 
to understanding historical processes, social relations and cultural practices. Focusing particularly on 
Africa and other regions of the global South, the course covers foundational Human Geography 
concepts including modernity, landscape, memory, heritage, identity and inclusion. Through 
theoretical work and field-based experiential learning, we examine how space and place both shape 
and are shaped by a range of power dynamics. "
null;null;null;3;ATMOSPHERIC SCIENCE;EGS3012S;36;"This course aims to provide a thorough understanding of the physical processes that control the Earth's 
atmosphere. It covers the following topics: atmospheric energy balance, thermodynamics, dynamics, 
and general circulation; tropical and mid-latitude weather producing systems; weather and climate 
extreme events (e.g. heat-waves, drought, and floods) in Africa; climate variability and change; 
atmospheric boundary layer turbulence, chemistry, and pollution. The lectures are complemented with 
field measurements and laboratory practicals to demonstrate basic data analysis techniques employed 
in atmospheric sciences. "
null;null;null;3;SUSTAINABILITY & ENVIRONMENT ;EGS3021F;36;"The course critically engages with current debates and discourses in the fields of sustainability, 
vulnerability and environmental management, including examination of key concepts such as 
integration, systems-thinking, complexity, equity, vulnerability, risk, resilience, adaptation and 
mitigation. Approaches and methods for analysing environmental problems and integrating risk 
reduction as well as sustainability principles and practices into policy, programme, plan and project 
cycle processes are investigated and applied in different contexts"
null;null;null;3;"GEOGRAPHIC THOUGHT 
";EGS3022S;36;"The course focuses on debates in classical and contemporary human geography. It considers important 
thematic areas in the geographical literature, such as development; spatiality; urban, political and 
feminist geographies. Each thematic area explores specific debates and key author’s work in the field, 
providing students with an introduction to literature, a content overview, and skills to deconstruct and 
build conceptual and analytical arguments related to evidence drawn from geographical research from 
around the world, other than South Africa. The course also emphasises academic reading and writing 
skills taught in the practical sessions"
null;null;null;3;ANTHROPOCENE ENVIRONMENTS IN PERSPECTIVE;EGS3023F;36;"The course deals with the dynamic physical environment including the human impact on global 
environments at various spatial and temporal scales during the so-called Anthropocene. The general 
aim of this course is to illustrate the nature and scale of changes that characterise the earth’s 
environment, against a background of both natural and anthropogenically-induced processes. This 
provides an important perspective when thinking about contemporary environments and how they 
might change in the future – with obvious consequences for our own species and that of the others 
with which we share the planet. "
null;null;null;null;null;null;null;null
null;null;DEPARTMENT OF GEOLOGICAL SCIENCES ;1;INTRODUCTION TO MINERALS, ROCKS & STRUCTURE;GEO1006S;18;"This course introduces students to the Geology major and covers the essentials of the discipline as 
follows: crystals and minerals; igneous and metamorphic rocks; structural geology; mineral deposits 
and economic geology; palaeontology; the interpretation of geological maps. A three-day field trip to 
the Western Cape serves as an introduction to field geology."
